# seed: 48879
# n: 50000
# keyspace: 20000
# sample_rate: 8
# window: 200
# params: F=4 B=8 L=8
# base_decisions: 36010
# coverage: 0.1251
workload,interval,base_cost,improved_cost,gap_pct,decisions_total,decisions_sampled,wall
zipfian-load,1000,4483012,4399312,1.8670,35933,4497,33.7
