# seed: 271828
# n: 50000
# keyspace: 20000
# sample_rate: 1
# window: 1000
# params: F=16 B=64 L=8
# base_decisions: 2134
# coverage: 1.0000
workload,interval,base_cost,improved_cost,gap_pct,decisions_total,decisions_sampled,wall
ycsb-a-zipfian,1000,3718996,3156504,15.1248,2571,2571,30.7
