# seed: 271828
# n: 50000
# keyspace: 20000
# sample_rate: 1
# window: 1000
# params: F=16 B=64 L=8
# base_decisions: 4208
# coverage: 1.0000
workload,interval,base_cost,improved_cost,gap_pct,decisions_total,decisions_sampled,wall
ycsb-a,1000,6492212,5942452,8.4680,5097,5097,144.0
