# seed: 48879
# n: 50000
# keyspace: 20000
# sample_rate: 8
# window: 1000
# params: F=4 B=8 L=8
# base_decisions: 36010
# coverage: 0.1251
workload,interval,base_cost,improved_cost,gap_pct,decisions_total,decisions_sampled,wall
zipfian-load,1000,4483012,4347392,3.0252,35887,4491,84.8
