# seed: 48879
# n: 50000
# keyspace: 20000
# sample_rate: 8
# window: 1000
# params: F=4 B=8 L=8
# base_decisions: 54104
# coverage: 0.1240
workload,interval,base_cost,improved_cost,gap_pct,decisions_total,decisions_sampled,wall
uniform-load,100,16349204,16192820,0.9565,53731,6663,223.6
