# seed: 48879
# n: 50000
# keyspace: 20000
# sample_rate: 8
# window: 1000
# params: F=4 B=8 L=8
# base_decisions: 48299
# coverage: 0.1244
workload,interval,base_cost,improved_cost,gap_pct,decisions_total,decisions_sampled,wall
upsert-heavy,1000,7683748,7546884,1.7812,48256,6002,182.4
