# seed: 48879
# n: 50000
# keyspace: 20000
# sample_rate: 8
# window: 1000
# params: F=4 B=8 L=8
# base_decisions: 47689
# coverage: 0.1240
workload,interval,base_cost,improved_cost,gap_pct,decisions_total,decisions_sampled,wall
ascending,100,5451820,5376584,1.3800,51787,6424,173.9
