# seed: 48879
# n: 50000
# keyspace: 20000
# sample_rate: 8
# window: 1000
# params: F=16 B=64 L=8
# base_decisions: 2093
# coverage: 0.1190
workload,interval,base_cost,improved_cost,gap_pct,decisions_total,decisions_sampled,wall
ycsb-a-zipfian,1000,3617320,3498100,3.2958,2152,256,5.9
