# seed: 48879
# n: 50000
# keyspace: 20000
# sample_rate: 1
# window: 1000
# params: F=4 B=8 L=8
# base_decisions: 25061
# coverage: 1.0000
workload,interval,base_cost,improved_cost,gap_pct,decisions_total,decisions_sampled,wall
ycsb-a,1000,4847632,4668852,3.6880,25776,25776,311.9
